Formula,A,B,X,a_normal,b_normal,c_normal,angle_a_normal,angle_b_normal,angle_c_normal,energy_normal,volume_normal,force_normal,a_inverse,b_inverse,c_inverse,angle_a_inverse,angle_b_inverse,angle_c_inverse,energy_inverse,volume_inverse,force_inverse,CLscore,Experimental,MACE_conv_normal,MACE_conv_inverse,MACE_conv_both,MACE_conv_any,Ehull_min,Ehull_min_type,SuperScore,inversion_parameter,delta_E,SMACT_low,SMACT_medium,SMACT_high
EuAg2S4,Eu,Ag,S,8.029942775666317,8.029942775666424,8.029942775666388,90.00000000000212,89.99999999999982,89.99999999999987,-717.6760492616722,517.7705574492837,0.0496567139162042,7.95707695867546,7.960585331741762,7.9593313575729825,89.96442782057646,89.97900315785733,90.02184699143768,-196920639.77333,504.167679834883,221979558.0900404,0.6685033328831196,,True,False,False,True,0.0,normal,0.67,0.0,-196919922.097281,True,False,False
EuAl2S4,Eu,Al,S,7.626038709776416,7.622101740222949,7.599262206559546,90.0000022991238,90.00004288041042,90.0001054447173,-16063.120849913044,441.71808088886166,778.0220171699176,7.988219645071636,7.985425414623281,7.986632070016096,90.00666368308401,89.99642411046737,90.02287353644685,-230509635914.1269,509.46188101040303,74167114833.1408,0.9277706038951874,,False,False,False,False,,,,,-230509619851.00604,True,True,False
EuAs2S4,Eu,As,S,7.426641918481547,7.423814015421879,7.446141167674946,89.9908313839389,89.99668694132872,89.98776484201194,-3340788269773.296,410.5355941005346,13574498431045.396,7.970270156172837,7.966813604204527,7.969726862925367,89.9766900959514,90.00977705445905,90.04008508368607,-18862645137.943832,506.0588073375656,49252473114.92648,0.9712072157859802,,False,False,False,False,,,,,3321925624635.352,True,True,False
EuAu2S4,Eu,Au,S,8.115839483986909,8.115839483987047,8.115839483986852,89.99999999999923,90.0,90.0,100.52704960446316,534.5647862159519,0.0392380866886913,8.081012797203076,8.07593638274968,8.075610846844167,89.99495272357287,89.99876021419274,90.0182255550059,-36882134672.05499,527.0284290603998,46206609526.85072,0.6246158663369715,,True,False,False,True,7.211059,normal,,,-36882134772.58204,True,True,False
EuB2S4,Eu,B,S,7.256142115243352,7.256142076333379,7.256142098065966,89.99989375565265,89.99986833729753,90.00009866098381,-1472344.2758399793,382.0474776051876,149643.10795480045,9.126984135995196,11.436572405627116,11.197178479047547,92.14628615202489,94.2124570257217,87.48490760112699,-368.1482851127635,1163.809723701504,0.0572637580299944,0.9737424772977828,,False,False,False,False,,,,,1471976.127555,True,True,False
EuBa2S4,Eu,Ba,S,7.302362718017597,7.302362724817585,7.302362723456019,89.99999998692876,90.00000002106981,89.99999999782443,-75244.06958561025,389.3948506506279,4252.014693922935,7.758797932946138,7.755031587560743,7.756474243198157,89.88692208261381,89.91611979185271,90.0118845510077,-57637.4500826408,466.70348770150616,19528.50534354918,0.9140968012809754,,False,False,False,False,,,,,17606.619503,True,False,False
EuBe2S4,Eu,Be,S,7.824718316221639,7.824718316222003,7.824718316221835,89.99999999998401,89.99999999999972,90.00000000000013,-488.3963384740874,479.0778994662492,0.0264571435787544,8.13897076586904,8.138305973921009,8.138855281025062,90.00631668667769,90.01393157016798,89.97596059092777,-2309414.107672172,539.0968261553595,4912644.592478901,0.3964207425178028,,True,False,False,True,0.0,normal,,,-2308925.711334,True,False,False
EuBi2S4,Eu,Bi,S,8.344908776491195,8.344908776491348,8.344908776491383,90.00000039538568,89.9999999473364,89.99999997369909,-383.5647416075621,581.1186056847266,0.0464084544881708,8.11421717166986,8.107448707889962,8.104754395166808,89.98069157961407,90.01559062105883,90.00235522100274,-1002468.1914568016,533.1760764181123,4337319.314020687,0.9559317713975908,,True,False,False,True,0.0,normal,0.96,0.0,-1002084.626715,True,True,False
EuC2S4,Eu,C,S,7.835322072192717,7.835617877187918,7.834509871104764,90.00129046362176,89.99645328765914,89.99648464448562,-2272356.8023616388,480.9965171069503,1090116.7112867944,8.065572490341504,8.062111420237727,8.06544074973284,90.0566479940119,90.0347061685401,89.99111061204734,-35067883.56331135,524.4593142238645,43773396.189157724,0.9323990941047668,,False,False,False,False,,,,,-32795526.76095,True,True,False
EuCa2S4,Eu,Ca,S,7.690093860361036,7.69009386036094,7.69009386036113,90.0000000000007,90.0,90.0,-340.0346455001053,454.773260810331,0.0134249615633407,7.906125761030317,7.886725047112218,7.884980074004938,90.02323100051895,90.083604813815,89.97738907993535,-54427750.45798452,491.6550304589787,134578626.6781856,0.8671879753470421,,True,False,False,True,0.178328,normal,0.42000000000000004,0.0,-54427410.423339,True,False,False
