Compositions,a,b,c,angle_a,angle_b,angle_c,energy,volume,steps,conv,force_conv,force
CGd2S4,8.299745678973581,8.28488906352994,8.283064989485593,90.03776144836672,90.08131724005936,90.0758897143934,-845500879.7904042,569.5628284704271,600,pass,fail,1460869634.0258942
CGe2S4,7.973360116235072,7.971806644157948,7.972611204671268,89.99709110659424,89.98197743243782,89.98659391902413,-366555314.1637487,506.7557526731031,600,pass,fail,182841773.50771263
CHf2S4,8.174067657051758,8.161949597235616,8.161422621385107,89.87354651793976,89.82884367211705,89.9881324575191,-2700.759386669248,544.4963838420339,600,pass,pass,315.395175607773
CHg2S4,8.059111120374999,8.055422838373904,8.05362187413417,90.02138591168277,90.02249939063685,89.98280694970833,-944314.6701557816,522.8373897792115,600,pass,fail,549433.7708182281
CHo2S4,8.048033542071337,8.039118473999793,8.038817642310581,90.00318464325447,90.04021357852082,90.11303314477,-62992002165.23503,520.1030862974966,600,pass,fail,103876161291.07664
CIn2S4,8.10645220005235,8.072137522699233,8.068856699435504,90.04895907117017,90.00712389126039,90.04283604551789,-1671.804186517713,527.9965657113014,600,pass,pass,239.53171650990765
CIr2S4,8.019921198437974,7.999091161533621,8.000025568799217,89.95123397335277,89.97982939909735,90.0264086236235,-73155344.4439408,513.2180142073164,600,pass,fail,475694143.2192321
CLa2S4,8.492089477148575,8.494736672251939,8.507469317597883,90.38991022546531,90.13236468703222,90.05698923700223,-115162392.7547888,613.6962036297554,600,pass,fail,59972769.26693368
CLu2S4,8.210844329621908,8.174060420178964,8.175354546368819,89.9037580197498,90.05530962174701,89.99496580256921,-728447446.8084857,548.695554074871,600,pass,fail,734881189.794152
CMg2S4,8.003183718707094,8.003220238563369,8.002044883041671,90.20710260424627,90.07266862308934,89.92416406242093,-2973852862.0470552,512.5367061971785,600,pass,fail,2186066841.598893
CMn2S4,7.977216886582377,7.9624072975939,7.964537785858949,89.96800787351086,89.9545170926949,90.03496941887887,-2342003.6152636018,505.8899834028261,600,pass,fail,942646.4359236684
